,count,male,female,young,old,short,medium,tall,thin,normal,fat,bmi_l,bmi_n,bmi_h,grf_l,grf_n,grf_h,sen_l,sen_n,sen_h,pre_l,pre_n,pre_h,env_l,env_n,env_h,date,time,ta,hr,season,va,ta_diff1,ta_diff2,age_avg,height_avg,weight_avg,bmi_avg,griffith_avg,tsv
16,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,10:00:00,22.09166666666667,15.35,1,1.0628904779204074,0.39000000000000057,1.6900000000000013,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
17,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,10:30:00,24.005,14.716666666666667,1,0.7534073568103108,1.9133333333333304,2.303333333333331,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
18,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,11:00:00,23.686666666666667,14.616666666666667,1,0.7844365287561373,-0.3183333333333316,1.5949999999999989,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,2
19,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,11:30:00,24.253333333333334,14.733333333333334,1,0.7764314197254945,0.5666666666666664,0.24833333333333485,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,2
20,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,12:00:00,23.97,14.583333333333334,1,0.6166516298748822,-0.283333333333335,0.28333333333333144,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,2
21,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,14:30:00,24.626666666666665,13.316666666666668,1,0.17717828234251476,0.6566666666666663,0.3733333333333313,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
22,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,15:00:00,24.96166666666667,14.133333333333333,1,0.8653982823401556,0.3350000000000044,0.9916666666666707,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,2
23,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,15:30:00,24.583333333333332,15.549999999999999,1,0.47257651063533723,-0.3783333333333374,-0.043333333333333,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
24,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,16:00:00,21.97666666666667,16.333333333333332,1,0.017321548534822196,-2.606666666666662,-2.9849999999999994,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
25,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,16:30:00,23.48833333333333,16.983333333333334,1,0.45644383780257636,1.5116666666666596,-1.0950000000000024,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
26,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,17:00:00,24.303333333333338,17.183333333333334,1,1.1428376105917317,0.8150000000000084,2.326666666666668,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
27,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,17:30:00,22.616666666666664,17.383333333333333,1,1.0782185433675058,-1.6866666666666745,-0.8716666666666661,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
28,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,09:00:00,20.401666666666667,13.983333333333334,1,0.05244369322897833,0.0,0.0,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
29,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,09:30:00,21.701666666666668,15.450000000000001,1,1.0876248562984376,1.3000000000000007,0.0,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
30,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,10:00:00,22.09166666666667,15.35,1,0.17389631138965073,0.39000000000000057,1.6900000000000013,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
31,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,10:30:00,24.005,14.716666666666667,1,1.0204157410496393,1.9133333333333304,2.303333333333331,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
32,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,11:00:00,23.686666666666667,14.616666666666667,1,1.0504142594398664,-0.3183333333333316,1.5949999999999989,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,2
33,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,11:30:00,24.253333333333334,14.733333333333334,1,0.5886289494637956,0.5666666666666664,0.24833333333333485,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,2
34,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,12:00:00,23.97,14.583333333333334,1,1.0345710330239581,-0.283333333333335,0.28333333333333144,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,2
35,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,14:30:00,24.626666666666665,13.316666666666668,1,0.30820130181971256,0.6566666666666663,0.3733333333333313,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
36,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,15:00:00,24.96166666666667,14.133333333333333,1,0.6157230465837544,0.3350000000000044,0.9916666666666707,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,2
37,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,15:30:00,24.583333333333332,15.549999999999999,1,0.5450085541446399,-0.3783333333333374,-0.043333333333333,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
38,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,16:00:00,21.97666666666667,16.333333333333332,1,1.0644967453254615,-2.606666666666662,-2.9849999999999994,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
39,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,16:30:00,23.48833333333333,16.983333333333334,1,0.9594747473329792,1.5116666666666596,-1.0950000000000024,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
40,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,17:00:00,24.303333333333338,17.183333333333334,1,0.086011082347847,0.8150000000000084,2.326666666666668,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
41,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,17:30:00,22.616666666666664,17.383333333333333,1,0.4651031776689334,-1.6866666666666745,-0.8716666666666661,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
42,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,09:00:00,20.401666666666667,13.983333333333334,1,0.5944746944214154,0.0,0.0,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
43,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,09:30:00,21.701666666666668,15.450000000000001,1,0.12855193162706646,1.3000000000000007,0.0,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
44,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,10:00:00,22.09166666666667,15.35,1,0.7647445189036721,0.39000000000000057,1.6900000000000013,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
45,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,10:30:00,24.005,14.716666666666667,1,0.9560546048187527,1.9133333333333304,2.303333333333331,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
46,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,11:00:00,23.686666666666667,14.616666666666667,1,0.9226181939669481,-0.3183333333333316,1.5949999999999989,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,2
47,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,11:30:00,24.253333333333334,14.733333333333334,1,1.0227814763455374,0.5666666666666664,0.24833333333333485,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,2
48,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,12:00:00,23.97,14.583333333333334,1,0.4565230749932329,-0.283333333333335,0.28333333333333144,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,2
49,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,14:30:00,24.626666666666665,13.316666666666668,1,0.31563105826425814,0.6566666666666663,0.3733333333333313,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
50,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,15:00:00,24.96166666666667,14.133333333333333,1,1.105121877051397,0.3350000000000044,0.9916666666666707,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,2
51,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,15:30:00,24.583333333333332,15.549999999999999,1,0.582446948830947,-0.3783333333333374,-0.043333333333333,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
52,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,16:00:00,21.97666666666667,16.333333333333332,1,0.9934043380365412,-2.606666666666662,-2.9849999999999994,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
53,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,16:30:00,23.48833333333333,16.983333333333334,1,0.5366966169842892,1.5116666666666596,-1.0950000000000024,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
54,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,17:00:00,24.303333333333338,17.183333333333334,1,0.6225729954832009,0.8150000000000084,2.326666666666668,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
55,6,0.5,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,0.25,1.0,0.25,0.6666666666666666,0.3333333333333333,1.0,2021/1/09,17:30:00,22.616666666666664,17.383333333333333,1,0.5085189621069798,-1.6866666666666745,-0.8716666666666661,23.166666666666668,168.33333333333334,58.666666666666664,20.38,0.7266666666666667,1
56,6,1.0,0.2,1.0,0.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.2,0.6666666666666666,1.0,0.3333333333333333,0.2,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,2021/1/10,09:00:00,22.616666666666664,15.700000000000001,1,0.5084205384634602,0.0,0.0,22.5,174.0,65.16666666666667,21.531666666666666,0.9933333333333332,1
57,6,1.0,0.2,1.0,0.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.2,0.6666666666666666,1.0,0.3333333333333333,0.2,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,2021/1/10,09:30:00,21.07,16.3,1,1.0578406529248383,-1.5466666666666633,0.0,22.5,174.0,65.16666666666667,21.531666666666666,0.9933333333333332,1
58,6,1.0,0.2,1.0,0.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.2,0.6666666666666666,1.0,0.3333333333333333,0.2,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,2021/1/10,10:00:00,20.873333333333335,16.8,1,1.1373799279961303,-0.19666666666666544,-1.7433333333333287,22.5,174.0,65.16666666666667,21.531666666666666,0.9933333333333332,1
59,6,1.0,0.2,1.0,0.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.2,0.6666666666666666,1.0,0.3333333333333333,0.2,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,2021/1/10,10:30:00,23.325,16.400000000000002,1,1.0230927459503414,2.4516666666666644,2.254999999999999,22.5,174.0,65.16666666666667,21.531666666666666,0.9933333333333332,1
60,6,1.0,0.2,1.0,0.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.2,0.6666666666666666,1.0,0.3333333333333333,0.2,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,2021/1/10,11:00:00,24.891666666666666,16.3,1,0.6607632013830756,1.5666666666666664,4.018333333333331,22.5,174.0,65.16666666666667,21.531666666666666,0.9933333333333332,1
